source,target,weight,typetrans,fraud
C26438018,M85975013,30.06,es_food,0
C867847701,M855959430,62.15,es_hyper,0
C1059874896,M840466850,54.88,es_tech,0
C190398591,M980657600,153.47,es_sportsandtoys,1
C1326593353,M348934600,25.36,es_transportation,0
C357634845,M151143676,28.86,es_barsandrestaurants,0
C2064655298,M1946091778,142.49,es_wellnessandbeauty,0
C374053775,M85975013,28.41,es_food,0
C1491844959,M85975013,16.51,es_food,0
C1392676510,M1198415165,43.2,es_wellnessandbeauty,0
C1980302296,M1946091778,1.52,es_wellnessandbeauty,0
C1506066038,M840466850,21.25,es_tech,0
C47376492,M348934600,19.42,es_transportation,0
C2008562542,M1842530320,204.2,es_tech,0
C2095975270,M1748431652,38.67,es_wellnessandbeauty,0
C471003383,M1946091778,40.81,es_wellnessandbeauty,0
C862785719,M209847108,6.36,es_wellnessandbeauty,0
C1567160901,M1946091778,4.65,es_wellnessandbeauty,0
C1402203755,M85975013,36.86,es_food,0
C1321650743,M1946091778,24.26,es_wellnessandbeauty,0
C156263401,M840466850,637.26,es_tech,1
C1994178184,M2011752106,1033.65,es_hotelservices,1
C798268011,M1400236507,26.06,es_home,0
C2054744914,M480139044,66.43,es_health,0
C539791425,M348934600,0.23,es_transportation,0
C913863966,M732195782,7.67,es_travel,0
C1634492186,M692898500,141.31,es_health,0
C1134333439,M209847108,40.85,es_wellnessandbeauty,0
C1457086535,M1600850729,21.68,es_fashion,0
C226102422,M1416436880,7.76,es_tech,0
C1723897078,M677738360,21.08,es_contents,0
C1282628311,M78078399,35.18,es_wellnessandbeauty,0
C1862240946,M1946091778,77.7,es_wellnessandbeauty,0
C1365609574,M1823072687,26.21,es_transportation,0
C1547689237,M1600850729,48.41,es_fashion,0
C1123042802,M85975013,9.66,es_food,0
C27152267,M349281107,24.45,es_fashion,0
C524663308,M209847108,81.78,es_wellnessandbeauty,0
C441400844,M692898500,161.95,es_health,0
C1705927875,M1198415165,49.23,es_wellnessandbeauty,0
C703281362,M85975013,24.14,es_food,0
C1025104996,M840466850,43.15,es_tech,0
C150587559,M50039827,36.77,es_health,0
C859628493,M480139044,827.57,es_health,1
C1658450442,M1913465890,153.35,es_health,0
C660690290,M1946091778,65.92,es_wellnessandbeauty,0
C1080032135,M480139044,645.66,es_health,1
C859741683,M1600850729,54.13,es_fashion,0
C1129737137,M85975013,13.99,es_food,0
C1722275939,M151143676,1.07,es_barsandrestaurants,0
C288684762,M1313686961,64.14,es_contents,0
C1142118359,M980657600,90.22,es_sportsandtoys,1
C702798720,M855959430,86.13,es_hyper,0
C1446511647,M1400236507,91.3,es_home,0
C521213907,M1198415165,34.78,es_wellnessandbeauty,0
C71120756,M1823072687,33.18,es_transportation,0
C1456029725,M855959430,20.43,es_hyper,0
C1060018471,M1872033263,3.27,es_home,0
C364635096,M1400236507,218.41,es_home,0
C2092733799,M1946091778,25.09,es_wellnessandbeauty,0
C322802193,M1946091778,72.2,es_wellnessandbeauty,0
C1657925669,M1823072687,6.14,es_transportation,0
C1272326382,M1788569036,104.3,es_sportsandtoys,0
C1360225709,M348934600,28.34,es_transportation,0
C1108967401,M677738360,24.04,es_contents,0
C435637901,M1400236507,46.16,es_home,0
C579037870,M1535107174,16.56,es_wellnessandbeauty,0
C1667161948,M855959430,48.24,es_hyper,1
C1968624098,M1600850729,29.13,es_fashion,0
C1258454385,M348934600,1.45,es_transportation,0
C956898918,M1788569036,135.23,es_sportsandtoys,0
C1572595935,M1053599405,221.4,es_health,0
C1949984685,M1600850729,117.58,es_fashion,0
C967790734,M1946091778,67.36,es_wellnessandbeauty,0
C1017469037,M1888755466,61.91,es_otherservices,0
C1680323951,M840466850,104.46,es_tech,0
C1981089677,M1313686961,55.38,es_contents,0
C1649412954,M1649169323,8.34,es_sportsandtoys,0
C1708261114,M209847108,128.94,es_wellnessandbeauty,0
C1078351181,M1873032707,759.04,es_hotelservices,1
C95082443,M1198415165,35.07,es_wellnessandbeauty,0
C2030175121,M349281107,50.8,es_fashion,0
C980181294,M151143676,6.67,es_barsandrestaurants,0
C1163804561,M151143676,38.44,es_barsandrestaurants,0
C1715900756,M980657600,500.13,es_sportsandtoys,1
C1350082938,M1053599405,113.48,es_health,0
C1927223566,M85975013,42.32,es_food,0
C644344959,M78078399,114.86,es_wellnessandbeauty,0
C1536088502,M1400236507,51.44,es_home,0
C1506293914,M692898500,26.92,es_health,0
C1274818444,M97925176,89.44,es_wellnessandbeauty,0
C483009385,M349281107,11.45,es_fashion,0
C1813823560,M980657600,829.21,es_sportsandtoys,1
C1255149927,M1946091778,170.11,es_wellnessandbeauty,0
C65683893,M85975013,8.75,es_food,0
C917831365,M78078399,135.23,es_wellnessandbeauty,0
C969635352,M1913465890,53.58,es_health,0
C655625028,M732195782,3313.92,es_travel,1
C1160118068,M732195782,4583.23,es_travel,1
C861856179,M1600850729,38.63,es_fashion,0
C1058213633,M1946091778,50.53,es_wellnessandbeauty,0
C142595093,M980657600,53.37,es_sportsandtoys,0
C814878326,M349281107,67.01,es_fashion,0
C1156346576,M78078399,56.05,es_wellnessandbeauty,0
C217572786,M2122776122,15.75,es_home,0
C177123752,M85975013,90.9,es_food,0
C1331123896,M1649169323,143.63,es_sportsandtoys,0
C1483054025,M349281107,25.04,es_fashion,0
C647327489,M1600850729,167.23,es_fashion,0
C1215446912,M1600850729,62.56,es_fashion,0
C1169655012,M151143676,2.29,es_barsandrestaurants,0
C194016923,M1946091778,45.96,es_wellnessandbeauty,0
C1096642744,M1888755466,26.67,es_otherservices,0
C426128777,M1946091778,49.11,es_wellnessandbeauty,0
C1108226372,M1600850729,12.24,es_fashion,0
C2070292195,M85975013,54.65,es_food,0
C1045324088,M209847108,69.88,es_wellnessandbeauty,0
C1275741147,M85975013,18.32,es_food,0
C521129957,M1535107174,55.76,es_wellnessandbeauty,0
C1400578246,M1823072687,42.51,es_transportation,0
C39858251,M1946091778,20.76,es_wellnessandbeauty,0
C100045114,M2122776122,137.86,es_home,0
C274026379,M1823072687,40.82,es_transportation,0
C1992960127,M1294758098,190.21,es_leisure,1
C1817318774,M1294758098,238.97,es_leisure,1
C1321650743,M855959430,36.8,es_hyper,0
C170484334,M1842530320,88.8,es_tech,0
C323852731,M855959430,26.23,es_hyper,0
C742393642,M1946091778,15.9,es_wellnessandbeauty,0
C1107580024,M855959430,17.56,es_hyper,0
C961515074,M78078399,33.41,es_wellnessandbeauty,0
C350034124,M980657600,5.53,es_sportsandtoys,0
C759236361,M1600850729,71.79,es_fashion,0
C657290155,M1053599405,118.98,es_health,0
C678324895,M50039827,75.3,es_health,0
C2042503226,M1649169323,156.8,es_sportsandtoys,0
C192974759,M85975013,46.48,es_food,0
C582688427,M1600850729,63.23,es_fashion,0
C1769470125,M1400236507,205.05,es_home,0
C1055224400,M480139044,51.54,es_health,0
C813786166,M151143676,28.28,es_barsandrestaurants,0
C783259685,M1600850729,6.51,es_fashion,0
C852586467,M85975013,8.08,es_food,0
C1591908890,M1946091778,68.27,es_wellnessandbeauty,0
C1415704373,M85975013,25.89,es_food,0
C528985379,M151143676,29.22,es_barsandrestaurants,0
C1781238594,M45060432,104.6,es_hotelservices,0
C1474149613,M85975013,0.65,es_food,0
C1799010144,M1946091778,4.99,es_wellnessandbeauty,0
C1690594556,M1946091778,125.78,es_wellnessandbeauty,0
C1975714155,M1053599405,24.32,es_health,0
C1482659693,M1913465890,53.49,es_health,0
C1433318702,M1946091778,48.01,es_wellnessandbeauty,0
C2029028090,M85975013,3.95,es_food,0
C1647495093,M1535107174,140.8,es_wellnessandbeauty,0
C1159406873,M1600850729,112.05,es_fashion,0
C1354799046,M1741626453,153.77,es_sportsandtoys,0
C513710252,M1400236507,46.21,es_home,0
C809708190,M677738360,6.37,es_contents,0
C425397379,M1198415165,72.96,es_wellnessandbeauty,0
C908718101,M1946091778,54.01,es_wellnessandbeauty,0
C1405664150,M1842530320,201.96,es_tech,0
C1949984685,M1823072687,6.29,es_transportation,0
C2038018161,M1313686961,3.71,es_contents,0
C1918953803,M1053599405,82.04,es_health,0
C864252220,M677738360,14.4,es_contents,0
C906611945,M1946091778,133.06,es_wellnessandbeauty,0
C1734879586,M1053599405,171.95,es_health,0
C957324981,M85975013,0.63,es_food,0
C1871125244,M50039827,75.6,es_health,0
C1460082550,M1823072687,30.79,es_transportation,0
C1389003663,M85975013,31.79,es_food,0
C1108967401,M1823072687,5.5,es_transportation,0
C707360147,M50039827,179.32,es_health,0
C1516302826,M85975013,36.53,es_food,0
C1968624098,M1823072687,56.79,es_transportation,0
C129566217,M677738360,59.69,es_contents,0
C2059060401,M980657600,103.42,es_sportsandtoys,0
C736721523,M980657600,160.42,es_sportsandtoys,1
C1342037956,M97925176,115.75,es_wellnessandbeauty,0
C870503362,M151143676,56.37,es_barsandrestaurants,0
C502238060,M1741626453,114.12,es_sportsandtoys,0
C260437492,M85975013,33.86,es_food,0
C1630887376,M1946091778,67.4,es_wellnessandbeauty,0
C1915276731,M85975013,14.72,es_food,0
C1911908507,M151143676,103.03,es_barsandrestaurants,0
C1959396051,M78078399,72.73,es_wellnessandbeauty,0
C507185945,M209847108,30.54,es_wellnessandbeauty,0
C1372042334,M1649169323,14.21,es_sportsandtoys,0
C1344489848,M855959430,159.82,es_hyper,1
C2126657609,M855959430,167.58,es_hyper,1
C1334227305,M1294758098,139.2,es_leisure,1
C380082625,M1823072687,1.36,es_transportation,0
C1045324088,M1873032707,241.63,es_hotelservices,1
C2144330803,M1873032707,544.44,es_hotelservices,1
C2094361013,M1842530320,406.41,es_tech,0
C465897830,M50039827,97.14,es_health,0
C581878341,M1913465890,90.02,es_health,0
C1056476734,M840466850,170.04,es_tech,0
C760368405,M1294758098,396.7,es_leisure,1
C47376492,M855959430,67.1,es_hyper,0
C446179646,M349281107,92.22,es_fashion,0
C1355273346,M1600850729,43.46,es_fashion,0
C168710517,M840466850,102.27,es_tech,0
C451189693,M348934600,14.06,es_transportation,0
C1530098029,M349281107,45.27,es_fashion,0
C1187353931,M1842530320,91.93,es_tech,0
C1628447668,M677738360,12.63,es_contents,0
C1304555023,M840466850,43.51,es_tech,0
C95715318,M78078399,205.19,es_wellnessandbeauty,0
C1414112698,M1946091778,122.53,es_wellnessandbeauty,0
C2126436338,M151143676,20.83,es_barsandrestaurants,0
C1254064510,M1946091778,138.74,es_wellnessandbeauty,0
C1293338653,M209847108,17.75,es_wellnessandbeauty,0
C16891369,M1823072687,20.27,es_transportation,0
C1914582232,M209847108,80.63,es_wellnessandbeauty,0
C310751417,M840466850,188.13,es_tech,0
C1254696728,M85975013,25.89,es_food,0
C1646298550,M1946091778,52.47,es_wellnessandbeauty,0
C153419170,M1352454843,134.06,es_hotelservices,0
C660690290,M348934600,17.06,es_transportation,0
C1239061472,M85975013,40.56,es_food,0
C1087788850,M855959430,67.73,es_hyper,0
C1735092211,M209847108,40.31,es_wellnessandbeauty,0
C1708261114,M348934600,61.38,es_transportation,0
C574289698,M349281107,57.59,es_fashion,0
C384665757,M151143676,67.35,es_barsandrestaurants,0
C1887473486,M1600850729,99.84,es_fashion,0
C26438018,M1823072687,50.43,es_transportation,0
C1615196201,M209847108,43.74,es_wellnessandbeauty,0
C72452640,M85975013,16.0,es_food,0
C1398865038,M97925176,9.78,es_wellnessandbeauty,0
C1542345868,M1053599405,51.75,es_health,0
C144835944,M480139044,214.04,es_health,0
C859741683,M1823072687,4.25,es_transportation,0
C285545076,M1053599405,4.74,es_health,0
C1417312384,M1823072687,3.95,es_transportation,0
C951702775,M1872033263,52.56,es_home,0
C1010865894,M85975013,39.24,es_food,0
C1007572087,M209847108,128.24,es_wellnessandbeauty,0
C1780824451,M1888755466,123.21,es_otherservices,0
C1903765775,M151143676,25.09,es_barsandrestaurants,0
C362654279,M1946091778,8.23,es_wellnessandbeauty,0
C903333805,M50039827,219.74,es_health,0
C1968779147,M1842530320,61.11,es_tech,0
C270217031,M45060432,12.46,es_hotelservices,0
C1269217373,M855959430,60.13,es_hyper,0
C481253497,M151143676,10.34,es_barsandrestaurants,0
C2007253908,M1352454843,57.21,es_hotelservices,0
C703281362,M1823072687,8.76,es_transportation,0
C1651213581,M1352454843,275.19,es_hotelservices,0
C412473162,M151143676,22.99,es_barsandrestaurants,0
C187514477,M78078399,39.97,es_wellnessandbeauty,0
C1152356495,M85975013,51.45,es_food,0
C1971497679,M1823072687,31.96,es_transportation,0
C1526367312,M480139044,9.05,es_health,0
C1318366224,M85975013,14.14,es_food,0
C1687101094,M1313686961,38.35,es_contents,0
C1980302296,M348934600,37.76,es_transportation,0
C602096181,M1913465890,7.23,es_health,0
C689850593,M1053599405,155.42,es_health,0
C288613043,M1053599405,83.59,es_health,0
C1057813963,M1946091778,42.31,es_wellnessandbeauty,0
C942160317,M1313686961,84.72,es_contents,0
C1978250683,M85975013,10.23,es_food,0
C563130428,M1842530320,454.83,es_tech,0
C1419235351,M855959430,84.85,es_hyper,0
C662396672,M45060432,14.12,es_hotelservices,0
C1480799932,M151143676,29.22,es_barsandrestaurants,0
C1577983313,M480139044,286.21,es_health,1
C2143703121,M1053599405,131.09,es_health,0
C131682780,M1053599405,138.53,es_health,0
C123623130,M97925176,78.12,es_wellnessandbeauty,0
C638917294,M151143676,39.86,es_barsandrestaurants,0
C439601438,M855959430,63.22,es_hyper,0
C2004941826,M1198415165,621.4,es_wellnessandbeauty,1
C2112350124,M1913465890,77.86,es_health,0
C169274898,M1053599405,164.26,es_health,0
C1981764666,M151143676,88.19,es_barsandrestaurants,0
C1789457872,M3697346,300.62,es_leisure,1
C1962291095,M3697346,375.79,es_leisure,1
C1206604144,M1913465890,64.32,es_health,0
C1828345671,M840466850,10.89,es_tech,0
C1814746822,M1053599405,89.65,es_health,0
C116386695,M1946091778,64.47,es_wellnessandbeauty,0
C1818841328,M855959430,10.96,es_hyper,0
C810002129,M348875670,239.78,es_hotelservices,0
C446298173,M1842530320,27.92,es_tech,0
C249282739,M1053599405,46.21,es_health,0
C1530773220,M97925176,138.69,es_wellnessandbeauty,0
C1820624068,M348934600,17.96,es_transportation,0
C1199767081,M547558035,143.1,es_fashion,0
C831905583,M480139044,240.47,es_health,0
C417267123,M348934600,16.43,es_transportation,0
C967790734,M348934600,37.71,es_transportation,0
C1435653171,M50039827,245.52,es_health,0
C461219673,M980657600,65.07,es_sportsandtoys,0
C630392370,M1946091778,44.63,es_wellnessandbeauty,0
C1568308501,M1823072687,37.82,es_transportation,0
C1674379117,M85975013,34.5,es_food,0
C409740988,M1823072687,23.23,es_transportation,0
C971766834,M732195782,2014.62,es_travel,1
C1982277917,M732195782,228.51,es_travel,1
C880299982,M85975013,54.89,es_food,0
C823847346,M692898500,217.08,es_health,0
C585299069,M1946091778,9.01,es_wellnessandbeauty,0
C1547689237,M1823072687,19.5,es_transportation,0
C1086957388,M209847108,16.98,es_wellnessandbeauty,0
C381528901,M1946091778,23.38,es_wellnessandbeauty,0
C1723897078,M1823072687,32.72,es_transportation,0
C483912131,M980657600,274.89,es_sportsandtoys,1
C1321173882,M151143676,42.62,es_barsandrestaurants,0
C1100570635,M1198415165,57.11,es_wellnessandbeauty,1
C1903005844,M1913465890,159.25,es_health,0
C187965576,M3697346,46.41,es_leisure,0
C571254990,M1535107174,78.3,es_wellnessandbeauty,0
C788057671,M1888755466,112.33,es_otherservices,0
C1897313368,M1053599405,59.15,es_health,0
C1539474222,M50039827,222.99,es_health,0
C1468001998,M1294758098,266.48,es_leisure,1
C381007057,M1294758098,264.99,es_leisure,1
C1505370540,M1053599405,209.97,es_health,0
C1605127736,M85975013,27.57,es_food,0
C1163804561,M692898500,87.94,es_health,0
C1908932714,M1053599405,203.7,es_health,0
C1560893361,M677738360,24.18,es_contents,0
C492776916,M349281107,5.69,es_fashion,0
C161101673,M1913465890,46.25,es_health,0
C1607323693,M923029380,49.49,es_home,0
C710270523,M547558035,7.27,es_fashion,0
C895429374,M1842530320,70.74,es_tech,0
C735039923,M1053599405,150.8,es_health,0
C762865358,M855959430,2.91,es_hyper,0
C1342849651,M1946091778,43.29,es_wellnessandbeauty,0
C2089485741,M1053599405,32.95,es_health,0
C658256470,M1649169323,57.65,es_sportsandtoys,0
C861002792,M1649169323,133.83,es_sportsandtoys,0
C898690183,M78078399,37.36,es_wellnessandbeauty,0
C83086349,M855959430,26.22,es_hyper,0
C2136008441,M1946091778,85.15,es_wellnessandbeauty,0
C157427068,M1913465890,68.61,es_health,0
C373567366,M45060432,71.68,es_hotelservices,0
C1410823375,M732195782,47.54,es_travel,1
C2017140130,M2011752106,92.74,es_hotelservices,0
C1258211852,M1600850729,74.49,es_fashion,0
C609452246,M85975013,0.48,es_food,0
C559952121,M1913465890,188.89,es_health,0
C1148771999,M209847108,11.88,es_wellnessandbeauty,0
C827350474,M547558035,54.25,es_fashion,0
C1781924994,M1352454843,9.8,es_hotelservices,0
C181111540,M840466850,97.27,es_tech,0
C954359387,M50039827,86.87,es_health,0
C1857873865,M85975013,68.99,es_food,0
C334817037,M1053599405,214.58,es_health,0
C249907687,M1946091778,34.29,es_wellnessandbeauty,0
C1497367004,M1053599405,20.48,es_health,0
C1135867657,M1913465890,213.31,es_health,0
C1045850211,M2122776122,12.46,es_home,0
C1188590334,M1352454843,127.37,es_hotelservices,0
C1019071188,M1600850729,28.3,es_fashion,0
C1093842718,M1946091778,22.74,es_wellnessandbeauty,0
C949319027,M349281107,19.45,es_fashion,0
C707326919,M209847108,11.5,es_wellnessandbeauty,0
C325775693,M45060432,146.41,es_hotelservices,0
C554819698,M1946091778,53.75,es_wellnessandbeauty,0
C1914582232,M2011752106,553.09,es_hotelservices,1
C1213984358,M2011752106,514.53,es_hotelservices,1
C1018388493,M677738360,1.08,es_contents,0
C276409392,M1888755466,24.76,es_otherservices,0
C20027851,M151143676,26.85,es_barsandrestaurants,0
C85676975,M349281107,101.29,es_fashion,0
C297432139,M209847108,36.79,es_wellnessandbeauty,0
C191366309,M1600850729,188.49,es_fashion,0
C1818021493,M1842530320,119.78,es_tech,0
C380564257,M151143676,10.62,es_barsandrestaurants,0
C2048375146,M1913465890,34.28,es_health,0
C337291476,M1053599405,114.47,es_health,0
C1239061472,M855959430,113.29,es_hyper,0
C604378279,M1198415165,74.07,es_wellnessandbeauty,0
C1383337902,M840466850,7.85,es_tech,0
C1058213633,M348934600,4.75,es_transportation,0
C68881864,M78078399,42.84,es_wellnessandbeauty,0
C1139909458,M855959430,37.56,es_hyper,0
C490558731,M1913465890,137.57,es_health,0
C1177926954,M209847108,64.78,es_wellnessandbeauty,0
C929919235,M692898500,111.8,es_health,0
C783259685,M1053599405,25.65,es_health,0
C1134333439,M78078399,48.84,es_wellnessandbeauty,0
C1440310601,M1649169323,123.63,es_sportsandtoys,0
C1022713215,M209847108,75.48,es_wellnessandbeauty,0
C595076943,M1535107174,105.99,es_wellnessandbeauty,0
C660690290,M209847108,41.24,es_wellnessandbeauty,0
C1994178184,M348875670,62.49,es_hotelservices,0
C7197142,M85975013,19.76,es_food,0
C1811749392,M349281107,52.65,es_fashion,0
C1511148959,M151143676,32.97,es_barsandrestaurants,1
C563130428,M1823072687,45.16,es_transportation,0
C672742304,M1946091778,28.42,es_wellnessandbeauty,0
C1986443469,M1913465890,54.39,es_health,0
C707845856,M1053599405,130.43,es_health,0
C502238060,M1535107174,18.39,es_wellnessandbeauty,0
C1211514218,M1198415165,228.09,es_wellnessandbeauty,1
C1864289868,M349281107,70.4,es_fashion,0
C1853277977,M1649169323,158.09,es_sportsandtoys,0
C1057813963,M1053599405,177.75,es_health,0
C825739161,M1913465890,203.1,es_health,0
C574062699,M1600850729,14.44,es_fashion,0
C1355273346,M1823072687,11.4,es_transportation,0
C1983511229,M85975013,53.56,es_food,0
C978276840,M1913465890,267.09,es_health,0
C2089485741,M1823072687,27.83,es_transportation,0
C412473162,M348934600,30.22,es_transportation,0
C671449181,M980657600,63.73,es_sportsandtoys,0
C1793075309,M349281107,41.96,es_fashion,0
C447736219,M1535107174,101.4,es_wellnessandbeauty,0
C1159406873,M1823072687,16.69,es_transportation,0
C532292379,M732195782,435.35,es_travel,0
C131423135,M85975013,3.32,es_food,0
C696052681,M840466850,35.64,es_tech,0
